,ImageID,XMin,XMax,YMin,YMax,ClassName
6958296,7591d01fb4fdd1e7.jpg,0.0475,0.21875,0.25188299999999997,0.533891,Laptop
6958297,7591d01fb4fdd1e7.jpg,0.808125,0.999375,0.24937199999999998,0.376569,Laptop
6958298,7591d01fb4fdd1e7.jpg,0.905625,0.999375,0.582427,0.98159,Laptop
6958328,759215d90b0e9bf1.jpg,0.225305,0.665927,0.039375,0.209375,Laptop
6968842,75bd7fb0d38e3e85.jpg,0.351875,0.953125,0.114167,0.690833,Laptop
6969517,75c0bdec50de54c0.jpg,0.0,0.640625,0.670833,1.0,Laptop
6969535,75c0cfca5568f4ba.jpg,0.055,0.908333,0.31125,0.94,Laptop
6971000,75c855d44ad23265.jpg,0.184524,0.458333,0.226667,0.773333,Laptop
6971002,75c855d44ad23265.jpg,0.525794,0.8392860000000001,0.36,0.955556,Laptop
6973464,75d22c3be6ed5b7f.jpg,0.033125,0.910625,0.048333,1.0,Laptop
6974457,75d72b0d69cfa5c5.jpg,0.289375,0.893125,0.731132,0.9962260000000001,Laptop
6976694,75e0f8d644ba995a.jpg,0.61,0.81875,0.218333,0.3875,Laptop
6977474,75e4841db54a6344.jpg,0.51875,0.984375,0.272267,0.9119430000000001,Laptop
6977476,75e4841db54a6344.jpg,0.02,0.504375,0.375506,0.9989879999999999,Laptop
6980379,75efcd5dc5ac1aa6.jpg,0.29843800000000004,0.804688,0.525,0.9796879999999999,Laptop
6980382,75efcd5dc5ac1aa6.jpg,0.146875,0.53125,0.43125,0.685938,Laptop
6980383,75efcd5dc5ac1aa6.jpg,0.339063,0.629687,0.37343699999999996,0.521875,Laptop
6980384,75efcd5dc5ac1aa6.jpg,0.651563,0.804688,0.35781199999999996,0.525,Laptop
6983188,75faa5c5fd0b4768.jpg,0.373125,0.594375,0.116323,0.360225,Laptop
6984717,7602233fcfd743bf.jpg,0.53375,0.83125,0.111667,0.745833,Laptop
6990295,761bdb6acd1fc158.jpg,0.53,0.776875,0.685833,0.869167,Laptop
6991802,762275709ed8cd07.jpg,0.723125,1.0,0.287054,0.793621,Laptop
6994066,762bd7318e6d0aa7.jpg,0.178125,0.8725,0.0,0.9878049999999999,Laptop
7005634,765cceeb62ad6545.jpg,0.3925,0.59125,0.535,0.756667,Laptop
7005635,765cceeb62ad6545.jpg,0.6475,0.91375,0.481667,0.723333,Laptop
7006767,7662058a7a65aac0.jpg,0.154375,0.426875,0.379116,0.7732829999999999,Laptop
7007291,7664238eabe3fa12.jpg,0.72125,0.99625,0.335835,0.706379,Laptop
7007293,7664238eabe3fa12.jpg,0.35375,0.4025,0.398687,0.44559099999999996,Laptop
7007294,7664238eabe3fa12.jpg,0.40375,0.431875,0.396811,0.43527200000000005,Laptop
7007295,7664238eabe3fa12.jpg,0.431875,0.583125,0.354597,0.508443,Laptop
7007296,7664238eabe3fa12.jpg,0.6125,0.65,0.402439,0.45778599999999997,Laptop
7007297,7664238eabe3fa12.jpg,0.633125,0.774375,0.368668,0.535647,Laptop
7007984,76673a8db86ed768.jpg,0.63625,0.884375,0.535993,0.751951,Laptop
7007987,76673a8db86ed768.jpg,0.078125,0.29875,0.562012,0.700781,Laptop
7008340,76699f2b3017dfbb.jpg,0.3375,0.54625,0.381801,0.708255,Laptop
7008341,76699f2b3017dfbb.jpg,0.0,0.091875,0.5300189999999999,0.6435270000000001,Laptop
7008342,76699f2b3017dfbb.jpg,0.755625,0.868125,0.49812399999999996,0.617261,Laptop
7008770,766c1c129a17defc.jpg,0.733125,0.969375,0.59,0.9475,Laptop
7012824,767f2a603c9a61a6.jpg,0.0,0.999375,0.0025,0.999167,Laptop
7016548,768ff3a535616629.jpg,0.2975,0.615625,0.599165,0.917537,Laptop
7016553,768ff3a535616629.jpg,0.0,0.190625,0.5762,0.816284,Laptop
7021488,76a4ef4cb2f0dc4e.jpg,0.1175,0.975833,0.0,0.97625,Laptop
7022193,76a800106fbeb7bd.jpg,0.0425,0.393125,0.740413,0.999017,Laptop
7023357,76ad0577d58756c2.jpg,0.030625,0.36125,0.610329,0.9990610000000001,Laptop
7029572,76cb36632b3d4748.jpg,0.35,0.625625,0.63371,0.9708100000000001,Laptop
7029573,76cb36632b3d4748.jpg,0.145,0.185,0.504708,0.528249,Laptop
7029574,76cb36632b3d4748.jpg,0.1825,0.4175,0.502825,0.583804,Laptop
7029575,76cb36632b3d4748.jpg,0.265625,0.3625,0.739171,0.803201,Laptop
7029576,76cb36632b3d4748.jpg,0.29375,0.410625,0.59887,0.735405,Laptop
7029577,76cb36632b3d4748.jpg,0.349375,0.463125,0.59322,0.676083,Laptop
7029578,76cb36632b3d4748.jpg,0.42375,0.4375,0.517891,0.556497,Laptop
7029579,76cb36632b3d4748.jpg,0.563125,0.650625,0.566855,0.655367,Laptop
7029580,76cb36632b3d4748.jpg,0.635,0.73875,0.631827,0.747646,Laptop
7029581,76cb36632b3d4748.jpg,0.714375,0.745,0.483051,0.506591,Laptop
7029582,76cb36632b3d4748.jpg,0.885,0.921875,0.581921,0.637476,Laptop
7029583,76cb36632b3d4748.jpg,0.916875,0.9425,0.49340900000000004,0.5216569999999999,Laptop
7032205,76d6fb0679688982.jpg,0.5342859999999999,0.8585709999999999,0.43655900000000003,0.991398,Laptop
7032207,76d6fb0679688982.jpg,0.0,0.262857,0.765591,0.997849,Laptop
7032638,76d873cfb6e149e1.jpg,0.20375,0.595,0.0,0.311875,Laptop
7032904,76d9a965c89939d4.jpg,0.060938,0.301562,0.29843800000000004,0.55625,Laptop
7032905,76d9a965c89939d4.jpg,0.25,0.66875,0.69375,0.8875,Laptop
7037246,76f017ab0fb629ee.jpg,0.408125,0.64625,0.41028000000000003,0.6887850000000001,Laptop
7037248,76f017ab0fb629ee.jpg,0.459375,0.58875,0.304673,0.425234,Laptop
7040249,76fe351a2c4d67f5.jpg,0.26375,0.821875,0.03,0.685833,Laptop
7045256,7715428810cc7be8.jpg,0.33625,0.61,0.697936,0.9962479999999999,Laptop
7047272,771e19f27a350ede.jpg,0.20125,0.49,0.36788000000000004,0.8272639999999999,Laptop
7047530,771efed0eb7caaac.jpg,0.731618,0.980392,0.47222200000000003,0.9950979999999999,Laptop
7056058,7742e3f8c25f218c.jpg,0.495,0.695625,0.803002,1.0,Laptop
7056059,7742e3f8c25f218c.jpg,0.159375,0.3425,0.810507,0.9990620000000001,Laptop
7056119,7743c23b50057d30.jpg,0.08203099999999999,0.557617,0.680392,0.846405,Laptop
7056120,7743c23b50057d30.jpg,0.672852,0.999023,0.635948,0.940523,Laptop
7060616,775973103e55d2e6.jpg,0.275,0.999375,0.0,0.378175,Laptop
7062646,7762eafdf0e4ecc5.jpg,0.215625,0.465625,0.688281,0.9828129999999999,Laptop
7063463,77660f4247790973.jpg,0.155,0.623125,0.599167,0.9675,Laptop
7063465,77660f4247790973.jpg,0.0,0.191875,0.396667,0.629167,Laptop
7067751,777889a5e9787442.jpg,0.70875,0.985,0.6491560000000001,0.93621,Laptop
7067754,777889a5e9787442.jpg,0.22125,0.6525,0.694184,0.9756100000000001,Laptop
7075691,779d3292a7a6e981.jpg,0.183125,0.5275,0.72045,0.9962479999999999,Laptop
7077923,77a9036e2b1109df.jpg,0.1,0.94375,0.12676099999999998,0.8896709999999999,Laptop
7077924,77a9036e2b1109df.jpg,0.170312,0.5625,0.164319,0.546948,Laptop
7081940,77b98420450c9e1a.jpg,0.000625,0.446875,0.025833,0.835,Laptop
7084285,77c2b0b6527b038e.jpg,0.0,0.555714,0.0,0.9085709999999999,Laptop
7084286,77c2b0b6527b038e.jpg,0.675714,0.9985709999999999,0.0,0.860952,Laptop
7086555,77cb5308d28fefa2.jpg,0.10130700000000001,0.929739,0.166667,0.9199350000000001,Laptop
7086690,77cc8e30121d2fac.jpg,0.36625,0.67125,0.6375,0.930833,Laptop
7086909,77cdc79ab5df20a7.jpg,0.044,0.9726670000000001,0.08784299999999999,0.852549,Laptop
7093982,77ee057dfdd62e80.jpg,0.34875,0.540625,0.530957,0.7101310000000001,Laptop
7094937,77f26f9fcbae98c0.jpg,0.32,0.588125,0.654167,0.8575,Laptop
7094938,77f26f9fcbae98c0.jpg,0.5875,0.839375,0.8325,0.9275,Laptop
7095288,77f4196a7a1d1fd1.jpg,0.170625,0.879375,0.10416700000000001,0.685,Laptop
7096397,77f9bc0fef524fb6.jpg,0.106201,0.584462,0.255703,0.903992,Laptop
7098215,78020dc4425f0c68.jpg,0.005,0.168125,0.163333,0.520833,Laptop
7100253,780c1206584ab4a6.jpg,0.060625,0.319375,0.331144,0.793621,Laptop
7103354,781b624e8833ad54.jpg,0.1475,0.999375,0.0,0.999167,Laptop
7106180,7825de41803383da.jpg,0.2425,0.44625,0.5300189999999999,0.835835,Laptop
7106183,7825de41803383da.jpg,0.429375,0.7125,0.541276,0.7908069999999999,Laptop
7106204,7825f8075846a823.jpg,0.035625,0.810625,0.233983,0.974002,Laptop
7106205,7825f8075846a823.jpg,0.543125,0.999375,0.189415,0.691736,Laptop
7109162,783523523fd29b67.jpg,0.155,0.519,0.646177,0.8890549999999999,Laptop
7113531,784a20ac68443587.jpg,0.55875,0.956875,0.6463409999999999,0.9878049999999999,Laptop
7113534,784a20ac68443587.jpg,0.364375,0.430625,0.502814,0.574109,Laptop
7113535,784a20ac68443587.jpg,0.641875,0.673125,0.459662,0.494371,Laptop
7117875,785f9eca6c0cc3a8.jpg,0.0,0.166527,0.596875,0.81875,Laptop
7119482,7865c9cb1d4ec47c.jpg,0.0,0.999375,0.0,0.999167,Laptop
7120989,786bf1fb5e8e1089.jpg,0.04125,1.0,0.036689,0.914393,Laptop
7126519,7881a39783f41ed6.jpg,0.390625,0.903125,0.252083,0.7125,Laptop
7128381,7889c95a09c988a7.jpg,0.084375,0.934375,0.008333,0.891667,Laptop
7129522,788ec4b9c2ebdd55.jpg,0.214375,0.899375,0.15197,0.833959,Laptop
7129654,788fe5bef5a0ead0.jpg,0.275,0.553125,0.492034,0.925961,Laptop
7129655,788fe5bef5a0ead0.jpg,0.12,0.28375,0.43017799999999995,0.708529,Laptop
7129656,788fe5bef5a0ead0.jpg,0.258125,0.29625,0.261481,0.303655,Laptop
7129657,788fe5bef5a0ead0.jpg,0.28375,0.310625,0.261481,0.298032,Laptop
7129658,788fe5bef5a0ead0.jpg,0.33375,0.464375,0.37488299999999997,0.5004689999999999,Laptop
7129659,788fe5bef5a0ead0.jpg,0.478125,0.581875,0.39550100000000005,0.464855,Laptop
7129660,788fe5bef5a0ead0.jpg,0.636875,0.773125,0.417994,0.52015,Laptop
7129661,788fe5bef5a0ead0.jpg,0.84625,0.86125,0.29240900000000003,0.31396399999999997,Laptop
7129662,788fe5bef5a0ead0.jpg,0.90625,0.97,0.298032,0.338332,Laptop
7129663,788fe5bef5a0ead0.jpg,0.91875,0.965,0.28116199999999997,0.30553,Laptop
7129664,788fe5bef5a0ead0.jpg,0.96125,0.999375,0.275539,0.340206,Laptop
7130166,78927fcba479d4c8.jpg,0.619375,0.814375,0.735405,0.979284,Laptop
7130169,78927fcba479d4c8.jpg,0.0,0.241875,0.821092,0.999058,Laptop
7130170,78927fcba479d4c8.jpg,0.17875,0.415,0.830508,0.999058,Laptop
7136169,78add12aa5f4c338.jpg,0.099375,0.95375,0.016666999999999998,0.9944440000000001,Laptop
7137859,78b4e588c777ea14.jpg,0.393996,0.722326,0.582397,0.8548690000000001,Laptop
7137860,78b4e588c777ea14.jpg,0.646654,0.8724200000000001,0.701311,0.851124,Laptop
7138773,78b749580add98db.jpg,0.054375,0.33875,0.735974,0.983498,Laptop
7140853,78c1d41a3c20d15d.jpg,0.0,0.538333,0.4125,0.99875,Laptop
7140861,78c1f7e1e8d1c6c5.jpg,0.6875,0.923125,0.763602,0.9840530000000001,Laptop
7140862,78c1f7e1e8d1c6c5.jpg,0.13375,0.166875,0.22795500000000002,0.34334000000000003,Laptop
7140863,78c1f7e1e8d1c6c5.jpg,0.464375,0.508125,0.29268299999999997,0.34803,Laptop
7141194,78c34d42fe773497.jpg,0.573529,0.691176,0.264706,0.452614,Laptop
7141868,78c64910fc2d9c07.jpg,0.321615,1.0,0.678711,0.938477,Laptop
7142814,78caa96f1c248af8.jpg,0.091765,0.433725,0.307692,0.596923,Laptop
7142815,78caa96f1c248af8.jpg,0.24078400000000003,0.628235,0.340513,0.6451279999999999,Laptop
7142816,78caa96f1c248af8.jpg,0.574902,0.9835290000000001,0.305641,0.579487,Laptop
7145537,78d925ca57964ff6.jpg,0.0,0.996875,0.0,0.998958,Laptop
7147248,78e08a71f3b81f1a.jpg,0.559375,0.98875,0.334167,0.7775,Laptop
7148319,78e6503e21a6f2b9.jpg,0.565625,0.616875,0.556285,0.594747,Laptop
7148320,78e6503e21a6f2b9.jpg,0.618125,0.710625,0.628518,0.738274,Laptop
7148321,78e6503e21a6f2b9.jpg,0.635625,0.770625,0.5572229999999999,0.712008,Laptop
7153251,78fb252a0dc3ed57.jpg,0.269608,0.986928,0.22712399999999996,0.8839870000000001,Laptop
7154079,78ff22962b937b6f.jpg,0.72125,0.89125,0.435,0.661667,Laptop
7159816,79182035199f2b58.jpg,0.0,0.9984379999999999,0.0,0.9984379999999999,Laptop
7161534,791f0d9fcade1630.jpg,0.03625,0.13875,0.414634,0.49155699999999997,Laptop
7161535,791f0d9fcade1630.jpg,0.3775,0.4725,0.454034,0.571295,Laptop
7161536,791f0d9fcade1630.jpg,0.459375,0.650625,0.725141,0.986867,Laptop
7167976,7938957d4448a4f6.jpg,0.0,0.9975,0.006231,0.996885,Laptop
7168821,793c77369b6fd1f4.jpg,0.02125,0.975,0.024752,0.9823200000000001,Laptop
7169426,794119dfc0dbffcd.jpg,0.43875,0.534375,0.7719689999999999,0.8654059999999999,Laptop
7175239,79589524bc02e3d9.jpg,0.19625,0.455625,0.73546,0.939024,Laptop
7181088,79741dedd88d2aff.jpg,0.0275,0.59125,0.301781,0.9325209999999999,Laptop
7185120,79856c80edec80ca.jpg,0.279412,0.9689540000000001,0.03268,0.9673200000000001,Laptop
7194489,79ae6d7c8c34620e.jpg,0.4375,0.77125,0.601687,0.98313,Laptop
7194490,79ae6d7c8c34620e.jpg,0.325,0.413125,0.43205200000000005,0.5145270000000001,Laptop
7196908,79b708da8f54e2ec.jpg,0.0,0.065,0.783333,0.941667,Laptop
7196909,79b708da8f54e2ec.jpg,0.15375,0.54875,0.796667,0.998333,Laptop
7196910,79b708da8f54e2ec.jpg,0.785,0.92625,0.411667,0.57,Laptop
7196911,79b708da8f54e2ec.jpg,0.86375,0.99875,0.791667,0.978333,Laptop
7199275,79c24640b8714e18.jpg,0.253125,0.9359379999999999,0.695833,0.983333,Laptop
7199278,79c24640b8714e18.jpg,0.12031199999999999,0.478125,0.375,0.5375,Laptop
7199279,79c24640b8714e18.jpg,0.39375,0.682813,0.152083,0.383333,Laptop
7208668,79edba6766c52cc5.jpg,0.009375,0.35,0.41875,0.8234379999999999,Laptop
7208670,79edba6766c52cc5.jpg,0.770312,0.9984379999999999,0.495313,0.782812,Laptop
7215612,7a097ac2fd275d54.jpg,0.315,0.87625,0.335,0.956667,Laptop
7217873,7a1505bd68739a6e.jpg,0.6025,0.869375,0.13333299999999998,0.3625,Laptop
7217874,7a1505bd68739a6e.jpg,0.331875,0.564375,0.19,0.3325,Laptop
7217875,7a1505bd68739a6e.jpg,0.383125,0.651875,0.21,0.4425,Laptop
7217882,7a1506da7031b6ca.jpg,0.44088299999999997,0.82906,0.57906,0.936966,Laptop
7217883,7a1506da7031b6ca.jpg,0.560541,0.702991,0.455128,0.594017,Laptop
7217884,7a1506da7031b6ca.jpg,0.6153850000000001,0.81339,0.48611099999999996,0.737179,Laptop
7217885,7a1506da7031b6ca.jpg,0.619658,0.7094020000000001,0.442308,0.555556,Laptop
7217886,7a1506da7031b6ca.jpg,0.696581,0.725071,0.43589700000000003,0.519231,Laptop
7217887,7a1506da7031b6ca.jpg,0.7200850000000001,0.7507119999999999,0.434829,0.492521,Laptop
7217888,7a1506da7031b6ca.jpg,0.809829,0.911681,0.48611099999999996,0.739316,Laptop
7217889,7a1506da7031b6ca.jpg,0.839744,0.999288,0.559829,0.91453,Laptop
7219777,7a1e044666093e4e.jpg,0.35463,0.593518,0.660185,0.8898149999999999,Laptop
7221056,7a234128ed7af403.jpg,0.13833299999999998,0.515833,0.66125,0.985,Laptop
7221057,7a234128ed7af403.jpg,0.575833,0.796667,0.89375,0.98,Laptop
7223276,7a2bed956ace0a82.jpg,0.733594,0.9789059999999999,0.744104,0.9893870000000001,Laptop
7225395,7a3706afd73b681d.jpg,0.0975,0.279375,0.41359799999999997,0.555241,Laptop
7228130,7a445cd9380d4586.jpg,0.04125,0.999375,0.0,0.658333,Laptop
7228899,7a46fe6537906082.jpg,0.16625,0.898125,0.093396,0.922642,Laptop
7232203,7a583929833e2577.jpg,0.4125,0.855,0.64375,0.97625,Laptop
7234070,7a5f0655b10c6fd4.jpg,0.5525,0.906875,0.666038,0.978302,Laptop
7234073,7a5f0655b10c6fd4.jpg,0.02,0.080625,0.41415100000000005,0.553774,Laptop
7234074,7a5f0655b10c6fd4.jpg,0.494375,0.66625,0.538679,0.732075,Laptop
7234075,7a5f0655b10c6fd4.jpg,0.62125,0.7275,0.454717,0.616038,Laptop
7234076,7a5f0655b10c6fd4.jpg,0.696875,0.73375,0.389623,0.5150939999999999,Laptop
7234246,7a5fc1ef034b56c4.jpg,0.161875,0.91625,0.086667,1.0,Laptop
7234538,7a61be028b6e791a.jpg,0.0,0.9814290000000001,0.008602,0.677419,Laptop
7238823,7a74c5ef3622b613.jpg,0.421875,0.7441409999999999,0.781845,0.9956079999999999,Laptop
7240299,7a7a83e109fdf6db.jpg,0.231875,0.53,0.584746,0.9001879999999999,Laptop
7240301,7a7a83e109fdf6db.jpg,0.549375,0.8325,0.533898,0.740113,Laptop
7240313,7a7a95b25aeaa447.jpg,0.289375,0.705,0.580675,0.9962479999999999,Laptop
7240315,7a7a95b25aeaa447.jpg,0.1575,0.390625,0.465291,0.6425890000000001,Laptop
7240316,7a7a95b25aeaa447.jpg,0.66875,0.860625,0.47842399999999996,0.6463409999999999,Laptop
7240317,7a7a95b25aeaa447.jpg,0.82625,0.973125,0.47279499999999997,0.6425890000000001,Laptop
7241391,7a7fd9eaf334e928.jpg,0.050832999999999996,0.9625,0.105625,0.799375,Laptop
7246138,7a95b5a4ec6bfe8b.jpg,0.17125,0.90125,0.015,0.973333,Laptop
7248461,7aa047cb4844fa6e.jpg,0.61875,0.9675,0.286667,0.668333,Laptop
7254981,7abb36801ffbdcc6.jpg,0.4075,0.840625,0.187617,0.739212,Laptop
7255368,7abd57ecfa709eeb.jpg,0.633,0.993,0.608696,0.9790110000000001,Laptop
7256152,7abf328b38068f47.jpg,0.349375,0.685625,0.5446850000000001,1.0,Laptop
7256631,7ac19835c9371fa9.jpg,0.691875,0.8525,0.794167,0.960833,Laptop
7259033,7acd5a59876027a0.jpg,0.389375,0.591875,0.727356,0.883806,Laptop
7259365,7acecc5141f27c6b.jpg,0.108125,1.0,0.0,0.960044,Laptop
7260619,7ad47afd5cddaf74.jpg,0.41375,0.7475,0.327392,0.7485930000000001,Laptop
7260620,7ad47afd5cddaf74.jpg,0.68,0.949375,0.315197,0.537523,Laptop
7260621,7ad47afd5cddaf74.jpg,0.7225,0.9825,0.211069,0.326454,Laptop
7260622,7ad47afd5cddaf74.jpg,0.92875,0.999375,0.289869,0.606942,Laptop
7261685,7ad9f33ee9a48de7.jpg,0.015625,0.2525,0.394167,0.848333,Laptop
7262187,7adc22b03a94151c.jpg,0.285937,0.9953129999999999,0.0015630000000000002,0.9265620000000001,Laptop
7264773,7ae9179e7f66c134.jpg,0.521242,0.988562,0.39215700000000003,0.831699,Laptop
7264774,7ae9179e7f66c134.jpg,0.12908499999999998,0.503268,0.379085,0.7026140000000001,Laptop
7266607,7af14cb33bef6e9c.jpg,0.453333,0.725,0.607009,0.95995,Laptop
7266609,7af14cb33bef6e9c.jpg,0.011667,0.399167,0.617021,0.998748,Laptop
7266610,7af14cb33bef6e9c.jpg,0.329167,0.620833,0.336671,0.660826,Laptop
7266611,7af14cb33bef6e9c.jpg,0.620833,0.74,0.42803500000000005,0.705882,Laptop
7267272,7af3dbf3c5b5e36e.jpg,0.045,1.0,0.014098,1.0,Laptop
7284012,7b405d9c26e1495c.jpg,0.0,0.999375,0.0,0.9990600000000001,Laptop
7286066,7b4a8fd57ce1247c.jpg,0.17875,0.52875,0.795,0.999167,Laptop
7286100,7b4abc595a658618.jpg,0.409375,0.8914059999999999,0.423828,0.9980469999999999,Laptop
7286895,7b4e561ad80a6b45.jpg,0.446875,0.93125,0.405,0.9275,Laptop
7286896,7b4e561ad80a6b45.jpg,0.131875,0.449375,0.075,0.61,Laptop
7287153,7b4fc797a2c782ed.jpg,0.244141,0.726562,0.166667,0.71224,Laptop
7287154,7b4fc797a2c782ed.jpg,0.612305,0.999023,0.227865,0.998698,Laptop
7287212,7b5035df1e900c16.jpg,0.0275,0.9425,0.0,0.9080459999999999,Laptop
7289692,7b59e543017bd3c8.jpg,0.130751,0.8692489999999999,0.294288,1.0,Laptop
7296746,7b78462df539765e.jpg,0.04875,0.4075,0.6175,0.998333,Laptop
7298100,7b7dc07de6d02ae2.jpg,0.229492,0.38574200000000003,0.3125,0.434896,Laptop
7298101,7b7dc07de6d02ae2.jpg,0.28320300000000004,0.441406,0.563802,0.670573,Laptop
7298102,7b7dc07de6d02ae2.jpg,0.332031,0.5976560000000001,0.703125,0.997396,Laptop
7298103,7b7dc07de6d02ae2.jpg,0.482422,0.663086,0.5507810000000001,0.727865,Laptop
7300790,7b8989fefadcccb4.jpg,0.157895,0.529135,0.606875,0.769375,Laptop
7302197,7b8fa47e4f3d40af.jpg,0.285,0.47625,0.35322,0.632576,Laptop
7302198,7b8fa47e4f3d40af.jpg,0.010625,0.3,0.296402,0.652462,Laptop
7302199,7b8fa47e4f3d40af.jpg,0.6125,0.983125,0.537879,0.9990530000000001,Laptop
7305468,7b9ee1b72ef1a95e.jpg,0.0,0.045313,0.75625,0.909375,Laptop
7305469,7b9ee1b72ef1a95e.jpg,0.21093800000000001,0.582812,0.78125,0.99375,Laptop
7309119,7badfa12d7587d96.jpg,0.085,0.95,0.0925,1.0,Laptop
7309120,7badfa12d7587d96.jpg,0.155625,0.62375,0.0,0.11083299999999999,Laptop
7311068,7bb4d47e03372061.jpg,0.398333,0.866667,0.6135079999999999,0.9537209999999999,Laptop
7311069,7bb4d47e03372061.jpg,0.0,0.3375,0.650406,0.9099440000000001,Laptop
7312457,7bbb20b8f1ead3d2.jpg,0.345,0.715,0.294167,0.59,Laptop
7312459,7bbb20b8f1ead3d2.jpg,0.075625,0.2075,0.356667,0.505,Laptop
7312460,7bbb20b8f1ead3d2.jpg,0.100625,0.28875,0.611667,0.81,Laptop
7312461,7bbb20b8f1ead3d2.jpg,0.496875,0.6725,0.553333,0.6825,Laptop
7313923,7bc0af2b7d78cf80.jpg,0.0,0.93375,0.036449,0.999065,Laptop
7314589,7bc4cef98f9c7d32.jpg,0.1025,0.34375,0.586304,0.863977,Laptop
7320939,7be1825ead1c48e6.jpg,0.004375,0.3625,0.023333,0.566667,Laptop
7331788,7c1641fd945a8980.jpg,0.065625,0.23375,0.44166700000000003,0.671667,Laptop
7336316,7c29c3feb9db0ab8.jpg,0.09,0.678,0.16433599999999998,0.8286709999999999,Laptop
7338061,7c31d1b8b2b00a45.jpg,0.26,0.700625,0.570621,0.9538610000000001,Laptop
7349380,7c61e98a1ac811b6.jpg,0.0025,0.2875,0.626642,0.9990620000000001,Laptop
7349381,7c61e98a1ac811b6.jpg,0.324375,0.584375,0.098499,0.188555,Laptop
7349382,7c61e98a1ac811b6.jpg,0.58625,0.999375,0.0,0.773921,Laptop
7351557,7c6d77feb9435e35.jpg,0.15625,0.55375,0.323612,0.8965190000000001,Laptop
7351558,7c6d77feb9435e35.jpg,0.421875,0.8125,0.706491,0.999059,Laptop
7351559,7c6d77feb9435e35.jpg,0.484375,0.76125,0.19379100000000002,0.524929,Laptop
7368096,7cb2dff8adc75480.jpg,0.0,1.0,0.074882,1.0,Laptop
7368569,7cb5233325decd98.jpg,0.142,0.96,0.054,0.958,Laptop
7368570,7cb5233325decd98.jpg,0.598,0.998,0.0,0.558,Laptop
7372452,7cc96b41c376b991.jpg,0.1825,0.395,0.506667,0.780833,Laptop
7377175,7cdce0a550a8cac9.jpg,0.02,0.9825,0.0,0.9900329999999999,Laptop
7379306,7ce67501dcec9607.jpg,0.215625,0.400625,0.517274,0.810458,Laptop
7379308,7ce67501dcec9607.jpg,0.79625,0.8975,0.40055999999999997,0.49393100000000006,Laptop
7379309,7ce67501dcec9607.jpg,0.92,0.999375,0.40616199999999997,0.49393100000000006,Laptop
7380189,7ceb225d2bccc517.jpg,0.02875,0.77875,0.024390000000000002,1.0,Laptop
7387791,7d0f1dc5e499817e.jpg,0.1725,0.809375,0.105066,0.8789870000000001,Laptop
7388143,7d10e496d37bb81c.jpg,0.00875,0.781875,0.245,1.0,Laptop
7391527,7d20ab7f0dabfb1e.jpg,0.39875,0.82,0.1775,0.9025,Laptop
7394631,7d2f87cc5ccca806.jpg,0.151562,0.9390620000000001,0.01875,0.953125,Laptop
7398989,7d4380727f1206f2.jpg,0.428125,0.760625,0.13333299999999998,0.722222,Laptop
7414259,7d81349ffcadaa64.jpg,0.0325,0.40375,0.5520149999999999,0.966261,Laptop
7416747,7d8ba63d867109c8.jpg,0.13875,0.89875,0.102109,1.0,Laptop
7418178,7d90c707d56b7bed.jpg,0.224375,0.508125,0.6754220000000001,0.89212,Laptop
7418179,7d90c707d56b7bed.jpg,0.695625,0.999375,0.855535,0.954034,Laptop
7418695,7d930e70cd3b11a7.jpg,0.268,0.98,0.002667,1.0,Laptop
7421566,7d9fcfb23799ac08.jpg,0.0,0.991667,0.0,0.9773440000000001,Laptop
7423858,7da94ab1673145ad.jpg,0.07125,0.43625,0.2425,0.945833,Laptop
7424852,7dadd671a10d7994.jpg,0.124375,0.5675,0.05,0.7725,Laptop
7431033,7dc8ffb1e2bbb5d0.jpg,0.0,0.996875,0.170312,0.9984379999999999,Laptop
7434352,7dd84adb8ccb1863.jpg,0.301875,0.53625,0.533333,0.861972,Laptop
7434354,7dd84adb8ccb1863.jpg,0.0,0.056875,0.45446000000000003,0.564319,Laptop
7434355,7dd84adb8ccb1863.jpg,0.008125,0.08125,0.386854,0.45727700000000004,Laptop
7434356,7dd84adb8ccb1863.jpg,0.030625,0.07625,0.355869,0.39061,Laptop
7434357,7dd84adb8ccb1863.jpg,0.1225,0.1525,0.32018800000000003,0.35493,Laptop
7434358,7dd84adb8ccb1863.jpg,0.13,0.226875,0.470423,0.510798,Laptop
7434359,7dd84adb8ccb1863.jpg,0.143125,0.176875,0.376526,0.42065699999999995,Laptop
7434360,7dd84adb8ccb1863.jpg,0.26375,0.290625,0.34366199999999997,0.395305,Laptop
7434361,7dd84adb8ccb1863.jpg,0.28625,0.369375,0.377465,0.458216,Laptop
7434362,7dd84adb8ccb1863.jpg,0.296875,0.338125,0.33521100000000004,0.38216,Laptop
7434363,7dd84adb8ccb1863.jpg,0.381875,0.4525,0.351174,0.424413,Laptop
7434364,7dd84adb8ccb1863.jpg,0.46,0.529375,0.329577,0.395305,Laptop
7434365,7dd84adb8ccb1863.jpg,0.516875,0.685625,0.43755900000000003,0.643192,Laptop
7434366,7dd84adb8ccb1863.jpg,0.536875,0.59875,0.32206599999999996,0.373709,Laptop
7434367,7dd84adb8ccb1863.jpg,0.71625,0.820625,0.359624,0.467606,Laptop
7439750,7df1016f518566ea.jpg,0.0,0.985,0.195,0.9725,Laptop
